Date,Veg,Pettah_wholesale,Dambulla_wholesale,Pettah_retail,Dambulla_retail
5-Jul-19,Beans,75,83,120,103
5-Jul-19,Carrot,130,158,160,178
5-Jul-19,Cabbage,40,28,65,48
5-Jul-19,Tomatoes,55,38,95,58
5-Jul-19,Brinjal,60,48,100,68
8-Jul-19,Beans,100,75,145,95
8-Jul-19,Carrot,130,135,160,155
8-Jul-19,Cabbage,40,28,65,48
8-Jul-19,Tomatoes,50,43,90,63
8-Jul-19,Brinjal,60,48,100,68
9-Jul-19,Beans,100,85,140,105
9-Jul-19,Carrot,130,135,160,155
9-Jul-19,Cabbage,40,28,65,48
9-Jul-19,Tomatoes,55,38,80,58
9-Jul-19,Brinjal,60,73,100,93
10-Jul-19,Beans,100,98,140,118
10-Jul-19,Carrot,125,145,155,165
10-Jul-19,Cabbage,40,23,65,43
10-Jul-19,Tomatoes,50,48,80,68
10-Jul-19,Brinjal,68,63,100,83
11-Jul-19,Beans,80,78,120,98
11-Jul-19,Carrot,120,125,150,145
11-Jul-19,Cabbage,40,29,65,49
11-Jul-19,Tomatoes,50,45,80,65
11-Jul-19,Brinjal,60,55,100,75
12-Jul-19,Beans,70,85,100,105
12-Jul-19,Carrot,120,143,150,163
12-Jul-19,Cabbage,40,23,65,43
12-Jul-19,Tomatoes,50,33,80,53
12-Jul-19,Brinjal,60,75,100,95
15-Jul-19,Beans,80,105,110,125
15-Jul-19,Carrot,130,105,160,125
15-Jul-19,Cabbage,40,23,75,43
15-Jul-19,Tomatoes,65,48,95,68
15-Jul-19,Brinjal,80,75,110,95
17-Jul-19,Beans,80,105,120,125
17-Jul-19,Carrot,130,115,160,135
17-Jul-19,Cabbage,40,38,65,58
17-Jul-19,Tomatoes,60,38,100,58
17-Jul-19,Brinjal,80,75,110,95
18-Jul-19,Beans,90,95,120,115
18-Jul-19,Carrot,125,123,155,143
18-Jul-19,Cabbage,40,33,65,53
18-Jul-19,Tomatoes,70,53,100,73
18-Jul-19,Brinjal,80,63,120,83
22-Jul-19,Beans,90,128,120,143
22-Jul-19,Carrot,100,125,130,145
22-Jul-19,Cabbage,35,28,60,48
22-Jul-19,Tomatoes,55,60,90,80
22-Jul-19,Brinjal,75,45,110,65
23-Jul-19,Beans,90,175,120,195
23-Jul-19,Carrot,95,95,125,115
23-Jul-19,Cabbage,35,28,60,48
23-Jul-19,Tomatoes,55,58,90,78
23-Jul-19,Brinjal,75,55,110,75
24-Jul-19,Beans,120,105,155,125
24-Jul-19,Carrot,80,115,110,135
24-Jul-19,Cabbage,35,23,60,43
24-Jul-19,Tomatoes,55,48,90,68
24-Jul-19,Brinjal,75,58,110,78
25-Jul-19,Beans,120,175,145,195
25-Jul-19,Carrot,85,113,120,133
25-Jul-19,Cabbage,25,33,55,53
25-Jul-19,Tomatoes,55,73,80,93
25-Jul-19,Brinjal,75,55,100,75
26-Jul-19,Beans,120,148,145,168
26-Jul-19,Carrot,80,123,110,143
26-Jul-19,Cabbage,25,33,55,53
26-Jul-19,Tomatoes,45,53,75,73
26-Jul-19,Brinjal,75,63,120,83
29-Jul-19,Beans,140,165,200,185
29-Jul-19,Carrot,90,115,120,135
29-Jul-19,Cabbage,25,23,55,43
29-Jul-19,Tomatoes,55,68,80,88
29-Jul-19,Brinjal,75,53,100,73
30-Jul-19,Beans,140,175,200,195
30-Jul-19,Carrot,100,105,140,125
30-Jul-19,Cabbage,25,23,55,43
30-Jul-19,Tomatoes,55,78,80,98
30-Jul-19,Brinjal,70,68,100,88
31-Jul-19,Beans,140,163,200,183
31-Jul-19,Carrot,100,88,140,108
31-Jul-19,Cabbage,25,18,55,38
31-Jul-19,Tomatoes,55,73,80,93
31-Jul-19,Brinjal,75,48,100,100
1-Aug-19,Beans,135,170,180,193
1-Aug-19,Carrot,100,115,140,135
1-Aug-19,Cabbage,25,28,55,48
1-Aug-19,Tomatoes,50,63,75,83
1-Aug-19,Brinjal,80,75,100,95
2-Aug-19,Beans,130,143,180,163
2-Aug-19,Carrot,100,95,120,115
2-Aug-19,Cabbage,25,28,55,48
2-Aug-19,Tomatoes,50,63,80,83
2-Aug-19,Brinjal,70,48,100,68
5-Aug-19,Beans,130,115,160,135
5-Aug-19,Carrot,85,85,120,105
5-Aug-19,Cabbage,25,23,55,43
5-Aug-19,Tomatoes,90,73,100,93
5-Aug-19,Brinjal,75,43,120,63
6-Aug-19,Beans,130,160,160,180
6-Aug-19,Carrot,95,115,125,135
6-Aug-19,Cabbage,25,28,55,48
6-Aug-19,Tomatoes,70,63,100,83
6-Aug-19,Brinjal,75,65,120,85
7-Aug-19,Beans,130,113,160,133
7-Aug-19,Carrot,95,103,130,123
7-Aug-19,Cabbage,25,23,55,43
7-Aug-19,Tomatoes,70,83,100,103
7-Aug-19,Brinjal,75,53,120,73
8-Aug-19,Beans,140,100,160,120
8-Aug-19,Carrot,95,113,130,133
8-Aug-19,Cabbage,25,25,55,45
8-Aug-19,Tomatoes,65,75,100,95
8-Aug-19,Brinjal,75,63,120,83
9-Aug-19,Beans,120,115,140,135
9-Aug-19,Carrot,100,88,140,108
9-Aug-19,Cabbage,40,33,60,53
9-Aug-19,Tomatoes,90,73,120,93
9-Aug-19,Brinjal,80,50,100,70
13-Aug-19,Beans,155,95,200,115
13-Aug-19,Carrot,80,78,120,98
13-Aug-19,Cabbage,25,28,55,48
13-Aug-19,Tomatoes,70,88,100,108
13-Aug-19,Brinjal,75,55,110,75
15-Aug-19,Beans,155,105,200,125
15-Aug-19,Carrot,90,83,125,103
15-Aug-19,Cabbage,25,23,55,43
15-Aug-19,Tomatoes,70,78,100,98
15-Aug-19,Brinjal,75,43,120,63
16-Aug-19,Beans,150,165,190,185
16-Aug-19,Carrot,75,105,110,125
16-Aug-19,Cabbage,25,30,55,48
16-Aug-19,Tomatoes,70,83,100,103
16-Aug-19,Brinjal,80,48,120,68
19-Aug-19,Beans,155,145,200,165
19-Aug-19,Carrot,75,88,120,108
19-Aug-19,Cabbage,25,23,60,43
19-Aug-19,Tomatoes,80,95,115,115
19-Aug-19,Brinjal,80,63,120,83
20-Aug-19,Beans,155,170,200,190
20-Aug-19,Carrot,75,60,110,80
20-Aug-19,Cabbage,25,23,55,43
20-Aug-19,Tomatoes,85,88,115,108
20-Aug-19,Brinjal,80,55,120,75
21-Aug-19,Beans,155,145,200,165
21-Aug-19,Carrot,75,98,120,118
21-Aug-19,Cabbage,30,23,55,43
21-Aug-19,Tomatoes,80,88,115,108
21-Aug-19,Brinjal,75,43,120,63
22-Aug-19,Beans,150,178,200,198
22-Aug-19,Carrot,80,68,120,88
22-Aug-19,Cabbage,30,33,55,53
22-Aug-19,Tomatoes,70,83,100,103
22-Aug-19,Brinjal,70,53,100,73
23-Aug-19,Beans,150,185,200,205
23-Aug-19,Carrot,80,68,120,88
23-Aug-19,Cabbage,30,33,55,53
23-Aug-19,Tomatoes,70,78,100,98
23-Aug-19,Brinjal,70,43,100,63
26-Aug-19,Beans,200,165,240,185
26-Aug-19,Carrot,75,78,115,98
26-Aug-19,Cabbage,30,30,55,50
26-Aug-19,Tomatoes,80,83,120,103
26-Aug-19,Brinjal,70,48,110,68
27-Aug-19,Beans,200,205,240,225
27-Aug-19,Carrot,75,73,73,93
27-Aug-19,Cabbage,30,28,55,48
27-Aug-19,Tomatoes,80,88,120,108
27-Aug-19,Brinjal,70,88,110,108
28-Aug-19,Beans,200,203,240,223
28-Aug-19,Carrot,70,68,100,88
28-Aug-19,Cabbage,30,33,55,53
28-Aug-19,Tomatoes,80,83,120,103
28-Aug-19,Brinjal,80,68,120,120
29-Aug-19,Beans,190,205,230,225
29-Aug-19,Carrot,75,73,110,93
29-Aug-19,Cabbage,30,28,55,48
29-Aug-19,Tomatoes,80,88,120,108
29-Aug-19,Brinjal,80,73,120,93
30-Aug-19,Beans,200,223,240,243
30-Aug-19,Carrot,65,78,100,98
30-Aug-19,Cabbage,30,38,55,58
30-Aug-19,Tomatoes,80,83,120,103
30-Aug-19,Brinjal,80,73,120,93
2-Sep-19,Beans,200,205,240,225
2-Sep-19,Carrot,80,73,120,93
2-Sep-19,Cabbage,55,33,80,53
2-Sep-19,Tomatoes,80,93,120,113
2-Sep-19,Brinjal,80,53,120,73
3-Sep-19,Beans,200,180,240,215
3-Sep-19,Carrot,80,73,120,93
3-Sep-19,Cabbage,55,33,80,53
3-Sep-19,Tomatoes,80,75,120,95
3-Sep-19,Brinjal,85,85,135,105
4-Sep-19,Beans,180,203,230,223
4-Sep-19,Carrot,80,93,120,108
4-Sep-19,Cabbage,60,43,90,63
4-Sep-19,Tomatoes,80,78,120,98
4-Sep-19,Brinjal,85,95,130,115
5-Sep-19,Beans,180,228,220,248
5-Sep-19,Carrot,75,73,115,93
5-Sep-19,Cabbage,55,48,80,68
5-Sep-19,Tomatoes,80,50,120,70
5-Sep-19,Brinjal,90,113,130,133
6-Sep-19,Beans,180,215,220,235
6-Sep-19,Carrot,75,73,115,93
6-Sep-19,Cabbage,60,53,80,73
6-Sep-19,Tomatoes,80,44,120,64
6-Sep-19,Brinjal,90,98,130,118
9-Sep-19,Beans,200,218,260,238
9-Sep-19,Carrot,75,78,120,98
9-Sep-19,Cabbage,60,53,80,73
9-Sep-19,Tomatoes,75,65,100,80
9-Sep-19,Brinjal,90,105,130,125
10-Sep-19,Beans,200,195,260,215
10-Sep-19,Carrot,80,68,120,88
10-Sep-19,Cabbage,55,53,80,73
10-Sep-19,Tomatoes,60,48,90,68
10-Sep-19,Brinjal,95,105,155,125
11-Sep-19,Beans,200,215,260,235
11-Sep-19,Carrot,80,80,120,100
11-Sep-19,Cabbage,65,65,100,85
11-Sep-19,Tomatoes,60,60,100,80
11-Sep-19,Brinjal,100,115,155,135
12-Sep-19,Beans,200,175,240,195
12-Sep-19,Carrot,70,75,100,95
12-Sep-19,Cabbage,70,53,100,73
12-Sep-19,Tomatoes,60,48,80,68
12-Sep-19,Brinjal,100,83,140,103
16-Sep-19,Beans,200,175,240,195
16-Sep-19,Carrot,80,68,120,88
16-Sep-19,Cabbage,65,73,100,93
16-Sep-19,Tomatoes,70,78,100,98
16-Sep-19,Brinjal,90,115,130,135
17-Sep-19,Beans,200,175,240,195
17-Sep-19,Carrot,95,85,120,105
17-Sep-19,Cabbage,70,53,100,73
17-Sep-19,Tomatoes,65,68,100,88
17-Sep-19,Brinjal,90,115,130,135
18-Sep-19,Beans,200,215,240,235
18-Sep-19,Carrot,75,78,100,98
18-Sep-19,Cabbage,70,63,100,83
18-Sep-19,Tomatoes,70,78,100,98
18-Sep-19,Brinjal,90,95,130,115
19-Sep-19,Beans,160,155,200,175
19-Sep-19,Carrot,80,73,120,93
19-Sep-19,Cabbage,70,68,100,88
19-Sep-19,Tomatoes,100,88,140,108
19-Sep-19,Brinjal,90,115,120,135
20-Sep-19,Beans,160,143,200,163
20-Sep-19,Carrot,80,83,120,103
20-Sep-19,Cabbage,70,73,100,93
20-Sep-19,Tomatoes,110,103,140,123
20-Sep-19,Brinjal,100,113,140,133
23-Sep-19,Beans,155,145,200,165
23-Sep-19,Carrot,70,95,110,115
23-Sep-19,Cabbage,70,53,100,73
23-Sep-19,Tomatoes,95,95,140,115
23-Sep-19,Brinjal,100,105,150,125
24-Sep-19,Beans,150,135,190,155
24-Sep-19,Carrot,65,65,100,85
24-Sep-19,Cabbage,70,63,100,83
24-Sep-19,Tomatoes,85,95,120,115
24-Sep-19,Brinjal,100,105,140,125
25-Sep-19,Beans,140,155,180,180
25-Sep-19,Carrot,60,72,90,93
25-Sep-19,Cabbage,70,88,100,108
25-Sep-19,Tomatoes,80,95,120,115
25-Sep-19,Brinjal,100,95,140,115
26-Sep-19,Beans,140,95,170,115
26-Sep-19,Carrot,80,68,120,88
26-Sep-19,Cabbage,110,63,150,83
26-Sep-19,Tomatoes,100,75,140,95
26-Sep-19,Brinjal,100,83,140,103
27-Sep-19,Beans,145,108,190,128
27-Sep-19,Carrot,80,103,120,123
27-Sep-19,Cabbage,110,58,150,78
27-Sep-19,Tomatoes,100,78,140,98
27-Sep-19,Brinjal,100,88,140,108
30-Sep-19,Beans,180,105,240,125
30-Sep-19,Carrot,80,63,120,83
30-Sep-19,Cabbage,100,83,150,103
30-Sep-19,Tomatoes,100,95,140,115
30-Sep-19,Brinjal,100,83,140,103
1-Oct-19,Beans,180,163,230,183
1-Oct-19,Carrot,80,68,120,88
1-Oct-19,Cabbage,100,83,150,103
1-Oct-19,Tomatoes,100,95,140,115
1-Oct-19,Brinjal,95,73,135,93
2-Oct-19,Beans,160,155,200,175
2-Oct-19,Carrot,75,75,115,95
2-Oct-19,Cabbage,100,68,150,88
2-Oct-19,Tomatoes,100,108,140,128
2-Oct-19,Brinjal,100,95,140,115
3-Oct-19,Beans,160,83,200,103
3-Oct-19,Carrot,75,73,115,93
3-Oct-19,Cabbage,100,83,150,103
3-Oct-19,Tomatoes,100,105,140,125
3-Oct-19,Brinjal,95,83,135,103
4-Oct-19,Beans,165,145,200,165
4-Oct-19,Carrot,75,73,115,93
4-Oct-19,Cabbage,95,78,155,98
4-Oct-19,Tomatoes,100,105,140,125
4-Oct-19,Brinjal,100,95,140,115
7-Oct-19,Beans,160,115,200,135
7-Oct-19,Carrot,75,75,115,95
7-Oct-19,Cabbage,90,95,140,115
7-Oct-19,Tomatoes,100,105,140,125
7-Oct-19,Brinjal,100,78,140,98
8-Oct-19,Beans,160,175,200,195
8-Oct-19,Carrot,100,75,140,95
8-Oct-19,Cabbage,90,70,140,90
8-Oct-19,Tomatoes,100,95,140,115
8-Oct-19,Brinjal,90,68,130,88
9-Oct-19,Beans,150,153,190,173
9-Oct-19,Carrot,100,78,140,98
9-Oct-19,Cabbage,85,73,130,93
9-Oct-19,Tomatoes,100,98,140,118
9-Oct-19,Brinjal,95,93,130,113
10-Oct-19,Beans,155,163,200,183
10-Oct-19,Carrot,100,115,140,135
10-Oct-19,Cabbage,105,85,160,105
10-Oct-19,Tomatoes,100,95,140,115
10-Oct-19,Brinjal,110,73,155,93
11-Oct-19,Beans,160,135,200,155
11-Oct-19,Carrot,100,113,140,133
11-Oct-19,Cabbage,100,85,140,105
11-Oct-19,Tomatoes,100,65,140,85
11-Oct-19,Brinjal,100,75,140,95
14-Oct-19,Beans,155,115,200,135
14-Oct-19,Carrot,100,105,140,125
14-Oct-19,Cabbage,100,85,140,105
14-Oct-19,Tomatoes,100,95,140,110
14-Oct-19,Brinjal,105,73,145,93
15-Oct-19,Beans,160,125,200,145
15-Oct-19,Carrot,95,95,135,115
15-Oct-19,Cabbage,100,85,140,105
15-Oct-19,Tomatoes,100,95,140,115
15-Oct-19,Brinjal,110,73,140,93
16-Oct-19,Beans,150,95,190,115
16-Oct-19,Carrot,120,95,150,115
16-Oct-19,Cabbage,130,95,180,115
16-Oct-19,Tomatoes,120,105,150,125
16-Oct-19,Brinjal,120,65,150,85
17-Oct-19,Beans,150,95,180,115
17-Oct-19,Carrot,120,98,150,118
17-Oct-19,Cabbage,120,78,160,98
17-Oct-19,Tomatoes,120,95,150,115
17-Oct-19,Brinjal,120,78,150,98
18-Oct-19,Beans,145,98,190,118
18-Oct-19,Carrot,120,95,150,115
18-Oct-19,Cabbage,115,83,155,103
18-Oct-19,Tomatoes,120,95,150,115
18-Oct-19,Brinjal,120,83,150,103
21-Oct-19,Beans,140,83,190,103
21-Oct-19,Carrot,120,118,160,138
21-Oct-19,Cabbage,120,68,160,88
21-Oct-19,Tomatoes,120,83,160,103
21-Oct-19,Brinjal,120,68,150,88
22-Oct-19,Beans,130,95,170,115
22-Oct-19,Carrot,120,113,170,133
22-Oct-19,Cabbage,120,75,160,95
22-Oct-19,Tomatoes,120,88,160,108
22-Oct-19,Brinjal,120,75,150,95
23-Oct-19,Beans,130,78,170,98
23-Oct-19,Carrot,115,123,175,143
23-Oct-19,Cabbage,120,93,160,113
23-Oct-19,Tomatoes,110,88,150,108
23-Oct-19,Brinjal,120,68,150,88
24-Oct-19,Beans,120,74,160,93
24-Oct-19,Carrot,120,135,170,155
24-Oct-19,Cabbage,110,88,160,108
24-Oct-19,Tomatoes,120,78,160,98
24-Oct-19,Brinjal,100,73,140,93
25-Oct-19,Beans,120,83,160,103
25-Oct-19,Carrot,120,115,160,135
25-Oct-19,Cabbage,120,93,160,113
25-Oct-19,Tomatoes,120,88,160,108
25-Oct-19,Brinjal,100,95,140,115
28-Oct-19,Beans,140,95,180,115
28-Oct-19,Carrot,290,185,330,205
28-Oct-19,Cabbage,140,85,190,105
28-Oct-19,Tomatoes,120,105,160,125
28-Oct-19,Brinjal,95,85,120,105
29-Oct-19,Beans,140,95,190,115
29-Oct-19,Carrot,240,155,280,175
29-Oct-19,Cabbage,140,95,190,115
29-Oct-19,Tomatoes,125,95,170,115
29-Oct-19,Brinjal,85,65,120,85
30-Oct-19,Beans,140,95,170,115
30-Oct-19,Carrot,170,235,210,255
30-Oct-19,Cabbage,140,83,190,103
30-Oct-19,Tomatoes,125,88,170,108
30-Oct-19,Brinjal,85,88,120,108
31-Oct-19,Beans,140,133,160,153
31-Oct-19,Carrot,180,183,210,203
31-Oct-19,Cabbage,140,83,180,103
31-Oct-19,Tomatoes,125,103,170,123
31-Oct-19,Brinjal,85,83,120,103
1-Nov-19,Beans,145,105,170,125
1-Nov-19,Carrot,180,213,210,233
1-Nov-19,Cabbage,120,83,170,103
1-Nov-19,Tomatoes,125,103,170,123
1-Nov-19,Brinjal,85,73,120,93
4-Nov-19,Beans,150,143,190,163
4-Nov-19,Carrot,180,193,220,220
4-Nov-19,Cabbage,140,95,190,115
4-Nov-19,Tomatoes,130,93,170,113
4-Nov-19,Brinjal,85,83,120,103
5-Nov-19,Beans,140,198,200,218
5-Nov-19,Carrot,160,185,200,205
5-Nov-19,Cabbage,120,95,180,115
5-Nov-19,Tomatoes,120,85,160,105
5-Nov-19,Brinjal,100,85,140,105
6-Nov-19,Beans,150,105,190,125
6-Nov-19,Carrot,230,155,270,175
6-Nov-19,Cabbage,150,98,190,118
6-Nov-19,Tomatoes,120,65,160,85
6-Nov-19,Brinjal,80,73,115,93
7-Nov-19,Beans,130,83,160,103
7-Nov-19,Carrot,230,215,260,235
7-Nov-19,Cabbage,140,105,180,125
7-Nov-19,Tomatoes,120,58,160,78
7-Nov-19,Brinjal,80,75,115,95
8-Nov-19,Beans,145,115,190,135
8-Nov-19,Carrot,230,165,260,185
8-Nov-19,Cabbage,140,83,180,103
8-Nov-19,Tomatoes,120,55,160,75
8-Nov-19,Brinjal,80,68,115,88
13-Nov-19,Beans,120,115,160,135
13-Nov-19,Carrot,230,255,280,275
13-Nov-19,Cabbage,120,105,170,125
13-Nov-19,Tomatoes,65,58,110,78
13-Nov-19,Brinjal,80,88,120,108
14-Nov-19,Beans,120,105,160,125
14-Nov-19,Carrot,200,225,260,245
14-Nov-19,Cabbage,120,95,170,115
14-Nov-19,Tomatoes,60,45,100,65
14-Nov-19,Brinjal,80,95,120,115
15-Nov-19,Beans,120,93,160,113
15-Nov-19,Carrot,200,253,260,273
15-Nov-19,Cabbage,120,93,170,113
15-Nov-19,Tomatoes,60,43,100,63
15-Nov-19,Brinjal,85,83,130,103
18-Nov-19,Beans,150,145,200,165
18-Nov-19,Carrot,300,295,350,315
18-Nov-19,Cabbage,190,113,250,133
18-Nov-19,Tomatoes,55,53,90,73
18-Nov-19,Brinjal,180,93,250,113
19-Nov-19,Beans,90,88,120,108
19-Nov-19,Carrot,240,288,270,308
19-Nov-19,Cabbage,150,98,190,118
19-Nov-19,Tomatoes,55,43,100,63
19-Nov-19,Brinjal,150,115,190,135
20-Nov-19,Beans,100,85,120,105
20-Nov-19,Carrot,240,275,280,295
20-Nov-19,Cabbage,150,93,190,113
20-Nov-19,Tomatoes,55,65,90,85
20-Nov-19,Brinjal,150,115,190,160
21-Nov-19,Beans,100,35,130,55
21-Nov-19,Carrot,240,218,270,238
21-Nov-19,Cabbage,140,105,180,125
21-Nov-19,Tomatoes,55,35,90,55
21-Nov-19,Brinjal,140,105,180,125
22-Nov-19,Beans,90,38,120,58
22-Nov-19,Carrot,240,215,270,235
22-Nov-19,Cabbage,145,98,180,118
22-Nov-19,Tomatoes,50,53,80,73
22-Nov-19,Brinjal,145,88,180,108
25-Nov-19,Beans,100,63,130,83
25-Nov-19,Carrot,220,225,260,245
25-Nov-19,Cabbage,140,98,180,108
25-Nov-19,Tomatoes,55,53,90,73
25-Nov-19,Brinjal,140,85,170,105
26-Nov-19,Beans,95,58,120,78
26-Nov-19,Carrot,180,205,220,225
26-Nov-19,Cabbage,110,88,160,108
26-Nov-19,Tomatoes,50,58,80,75
26-Nov-19,Brinjal,120,118,160,138
27-Nov-19,Beans,95,33,120,53
27-Nov-19,Carrot,180,185,230,205
27-Nov-19,Cabbage,100,73,140,93
27-Nov-19,Tomatoes,50,48,80,68
27-Nov-19,Brinjal,120,105,160,125
28-Nov-19,Beans,85,65,120,85
28-Nov-19,Carrot,180,155,230,175
28-Nov-19,Cabbage,100,88,150,108
28-Nov-19,Tomatoes,50,65,80,85
28-Nov-19,Brinjal,120,115,160,135
29-Nov-19,Beans,90,88,120,108
29-Nov-19,Carrot,180,215,220,235
29-Nov-19,Cabbage,100,58,140,78
29-Nov-19,Tomatoes,45,68,80,88
29-Nov-19,Brinjal,120,115,160,135
2-Dec-19,Beans,100,63,140,83
2-Dec-19,Carrot,180,195,220,215
2-Dec-19,Cabbage,100,75,150,95
2-Dec-19,Tomatoes,50,63,80,83
2-Dec-19,Brinjal,120,88,160,108
3-Dec-19,Beans,100,68,140,88
3-Dec-19,Carrot,180,195,220,215
3-Dec-19,Cabbage,100,53,140,73
3-Dec-19,Tomatoes,50,63,80,83
3-Dec-19,Brinjal,120,85,160,105
4-Dec-19,Beans,160,90,190,110
4-Dec-19,Carrot,180,233,230,253
4-Dec-19,Cabbage,80,73,120,93
4-Dec-19,Tomatoes,80,63,120,83
4-Dec-19,Brinjal,140,85,170,105
5-Dec-19,Beans,180,95,220,115
5-Dec-19,Carrot,180,215,240,240
5-Dec-19,Cabbage,80,58,58,78
5-Dec-19,Tomatoes,80,78,120,98
5-Dec-19,Brinjal,140,95,170,115
6-Dec-19,Beans,200,195,250,215
6-Dec-19,Carrot,200,190,250,210
6-Dec-19,Cabbage,80,78,120,98
6-Dec-19,Tomatoes,85,105,150,125
6-Dec-19,Brinjal,140,105,160,125
9-Dec-19,Beans,320,155,370,175
9-Dec-19,Carrot,190,128,250,148
9-Dec-19,Cabbage,90,63,130,83
9-Dec-19,Tomatoes,120,93,170,113
9-Dec-19,Brinjal,140,103,170,123
10-Dec-19,Beans,320,305,390,325
10-Dec-19,Carrot,200,235,235,255
10-Dec-19,Cabbage,100,95,160,115
10-Dec-19,Tomatoes,140,93,170,113
10-Dec-19,Brinjal,140,115,170,170
12-Dec-19,Beans,320,190,360,210
12-Dec-19,Carrot,190,225,250,245
12-Dec-19,Cabbage,90,88,130,108
12-Dec-19,Tomatoes,100,68,140,88
12-Dec-19,Brinjal,150,115,190,135
13-Dec-19,Beans,325,290,390,310
13-Dec-19,Carrot,210,263,270,283
13-Dec-19,Cabbage,100,105,140,125
13-Dec-19,Tomatoes,100,88,140,108
13-Dec-19,Brinjal,180,118,240,138
16-Dec-19,Beans,330,345,400,365
16-Dec-19,Carrot,220,335,280,355
16-Dec-19,Cabbage,100,115,155,135
16-Dec-19,Tomatoes,100,83,145,103
16-Dec-19,Brinjal,200,275,250,295
17-Dec-19,Beans,330,305,390,325
17-Dec-19,Carrot,220,185,280,205
17-Dec-19,Cabbage,100,75,155,95
17-Dec-19,Tomatoes,100,85,145,105
17-Dec-19,Brinjal,200,205,260,225
18-Dec-19,Beans,300,305,360,325
18-Dec-19,Carrot,250,233,310,253
18-Dec-19,Cabbage,100,78,155,98
18-Dec-19,Tomatoes,100,83,145,103
18-Dec-19,Brinjal,180,183,245,203
19-Dec-19,Beans,260,213,300,233
19-Dec-19,Carrot,250,305,290,325
19-Dec-19,Cabbage,100,88,155,108
19-Dec-19,Tomatoes,100,63,145,83
19-Dec-19,Brinjal,230,163,290,183
20-Dec-19,Beans,260,175,300,195
20-Dec-19,Carrot,250,345,290,365
20-Dec-19,Cabbage,100,80,155,100
20-Dec-19,Tomatoes,100,85,145,105
20-Dec-19,Brinjal,230,195,280,215
23-Dec-19,Beans,320,205,370,225
23-Dec-19,Carrot,220,215,215,235
23-Dec-19,Cabbage,100,75,150,95
23-Dec-19,Tomatoes,245,155,290,175
23-Dec-19,Brinjal,250,215,300,235
24-Dec-19,Beans,340,185,390,205
24-Dec-19,Carrot,220,245,280,265
24-Dec-19,Cabbage,100,85,150,105
24-Dec-19,Tomatoes,245,175,280,195
24-Dec-19,Brinjal,250,175,175,195
26-Dec-19,Beans,290,305,345,325
26-Dec-19,Carrot,270,305,350,325
26-Dec-19,Cabbage,115,85,170,105
26-Dec-19,Tomatoes,230,185,280,205
26-Dec-19,Brinjal,400,285,475,305
27-Dec-19,Beans,250,295,300,315
27-Dec-19,Carrot,300,275,380,395
27-Dec-19,Cabbage,110,85,170,105
27-Dec-19,Tomatoes,200,155,250,175
27-Dec-19,Brinjal,375,295,450,315
30-Dec-19,Beans,310,255,390,275
30-Dec-19,Carrot,310,305,390,325
30-Dec-19,Cabbage,120,85,180,105
30-Dec-19,Tomatoes,150,145,200,165
30-Dec-19,Brinjal,250,355,300,375
31-Dec-19,Beans,340,325,400,345
31-Dec-19,Carrot,340,295,400,315
31-Dec-19,Cabbage,120,105,170,125
31-Dec-19,Tomatoes,90,153,120,173
31-Dec-19,Brinjal,265,325,325,345
